parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/1,Paragraph,1,,"In Paeonia they say that in the mountain called Hesaenus, which divides Paeonia from Maedice, there is a wild beast called 'bolinthus,' which the Paeonians call 'monaepus.' They say that beast is in general character like an ox, but that it is larger and stronger, and also more hairy; for it has a mane on its neck like a horse, stretching down very thickly, and spreading from its brow to its eyes. Its horns are not like those of oxen, but are turned downwards, and come to a sharp point by the ears; each of these holds more than three pints and is pitch black, but they shine as though they were peeled. But when the hide is skinned it covers the space of eight couches. But when the beast is hit it flees, and even if incapacitated continues to do so; its flesh is sweet. It protects itself by kicking and voiding excrement over a distance of forty feet; it easily and often employs this form of defence, which scorches so fiercely that it will scrape off a dog's hair. They say that it has this effect when the animal is disturbed, but that it does not scorch when it is undisturbed. When they bring forth their young they meet in large numbers, and collecting in a herd all the biggest bring forth young and void excrement in a circle. For the beast voids a great deal of such excrement.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/2,Paragraph,1,,"They say that camels in Arabia do not mate with their dams, and will not do so even if force is used. A story is told that once, when no stallion was available, the man in charge secretly introduced a colt. Apparently the colt completed the mating, but soon after bit the camel-driver to death.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/3,Paragraph,1,,"They say that the cuckoos in Helice, when they are going to lay eggs, do not make a nest, but lay them in the nests of doves or pigeons, and do not sit, nor hatch, nor bring up their young; but when the young bird is born and has grown big, it casts out of the nest those with whom it has so far lived. It becomes apparently a fine strong bird, so it can easily master the others. They say that the ring-doves so delight in this, that they join in turning out their own young.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/4,Paragraph,1,,"Goats in Crete when they are wounded with an arrow appear to hunt for dittany, which grows there. When they have eaten it, they immediately pull out the arrows.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/5,Paragraph,1,,"They say that some deer in Achaea, when they shed their horns, go in to such places that they cannot easily be found. They do this because they have nothing to defend themselves with, and because the points from which they have cast off their horns are painful. In the place of the horns ivy may often be seen to have grown on them.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/6,Paragraph,1,,"In Armenia they say that a plant grows which is called leopard's bane [pardaleios]. When a leopard [pardalis] has been seen, they anoint a victim with this, and set him free. When the leopard has touched this, he apparently seeks human excrement. So the hunters, putting this in a vessel, hang it from a tree, in order that he may get tired of jumping for it, and so may be captured.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/7,Paragraph,1,,"In Egypt they say that sandpipers fly into the mouths of crocodiles, and pick their teeth, picking out the small pieces of flesh that adhere to them with their beaks; the crocodiles like this, and do them no harm.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/8,Paragraph,1,,"They say that in Byzantium the hedgehogs can distinguish when the wind blows from the north and from the south, and promptly change their holes; when the south wind blows, they make the openings from the bottom, and when the north wind from the sides.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/9,Paragraph,1,,"The goats in Cephallenia apparently do not drink like other quadrupeds, but every day turn their faces to the sea, open their mouths, and inhale the air.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/10,Paragraph,1,,"They say that in Syria there is always one leader of a herd of wild asses. When one of the younger animals wishes to mate with a female, the leader is enraged and pursues the young one until he catches him, and then stooping between his hind legs tears out his organs.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/11,Paragraph,1,,"They say that tortoises when they have eaten a snake eat marjoram on top, and that if they do not find any they die quickly. Many shepherds have experimented to see if this is true, and when they see a tortoise eating a snake pull up the marjoram; whenever they do this they see the tortoise die in a short space of time.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/12,Paragraph,1,,"The organ of the marten is said to be unlike that of other animals, being as hard as a bone, in whatever condition it is. They say that it is an excellent cure for strangury and is administered in powdered form.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/13,Paragraph,1,,"They say that the woodpecker climbs up trees like a lizard, upside down and on its belly. It is said to feed on insects from the trees, and to dig so deep into the trees in its search for worms, that it actually brings them down.",,
